"customer_id","outcome"
"customer_id_35930","NO"
"customer_id_6390","NO"
"customer_id_35834","YES"
"customer_id_23084","NO"
"customer_id_26166","NO"
"customer_id_24007","YES"
"customer_id_25767","NO"
"customer_id_21187","NO"
"customer_id_10183","NO"
"customer_id_16801","NO"
"customer_id_1930","NO"
"customer_id_25076","NO"
"customer_id_5001","NO"
"customer_id_11810","NO"
"customer_id_1430","NO"
"customer_id_13206","NO"
"customer_id_21012","NO"
"customer_id_30358","NO"
"customer_id_22231","NO"
"customer_id_3220","NO"
"customer_id_14154","NO"
"customer_id_31594","NO"
"customer_id_30879","NO"
"customer_id_40055","YES"
"customer_id_3519","NO"
"customer_id_11843","NO"
"customer_id_430","NO"
"customer_id_24854","NO"
"customer_id_30591","NO"
"customer_id_38124","YES"
"customer_id_29226","NO"
"customer_id_12513","NO"
"customer_id_37511","NO"
"customer_id_39856","YES"
"customer_id_34220","NO"
"customer_id_17377","NO"
"customer_id_12584","NO"
"customer_id_18838","NO"
"customer_id_18481","NO"
"customer_id_1503","NO"
"customer_id_15917","NO"
"customer_id_20021","NO"
"customer_id_13787","NO"
"customer_id_29518","NO"
"customer_id_38537","NO"
"customer_id_37789","YES"
"customer_id_26702","NO"
"customer_id_31776","NO"
"customer_id_12353","NO"
"customer_id_29525","NO"
"customer_id_39496","NO"
"customer_id_34956","NO"
"customer_id_21255","NO"
"customer_id_12724","NO"
"customer_id_28486","NO"
"customer_id_3715","NO"
"customer_id_38588","NO"
"customer_id_29663","NO"
"customer_id_1077","NO"
"customer_id_6188","NO"
"customer_id_28896","NO"
"customer_id_32046","NO"
"customer_id_32315","NO"
"customer_id_28382","NO"
"customer_id_12079","NO"
"customer_id_31792","NO"
"customer_id_7","NO"
"customer_id_26842","NO"
"customer_id_19060","YES"
"customer_id_37700","NO"
"customer_id_8718","NO"
"customer_id_8561","NO"
"customer_id_3928","NO"
"customer_id_16810","NO"
"customer_id_13831","NO"
"customer_id_25543","YES"
"customer_id_28472","NO"
"customer_id_2624","NO"
"customer_id_29910","NO"
"customer_id_9758","NO"
"customer_id_4851","NO"
"customer_id_7029","NO"
"customer_id_10477","NO"
"customer_id_20412","NO"
"customer_id_14111","NO"
"customer_id_25228","NO"
"customer_id_13906","NO"
"customer_id_17147","NO"
"customer_id_12957","NO"
"customer_id_22613","NO"
"customer_id_11342","NO"
"customer_id_13525","NO"
"customer_id_10930","NO"
"customer_id_5822","NO"
"customer_id_9798","NO"
"customer_id_38509","YES"
"customer_id_24873","NO"
"customer_id_6988","NO"
"customer_id_11922","NO"
"customer_id_36338","YES"
"customer_id_22110","NO"
"customer_id_2992","NO"
"customer_id_28751","NO"
"customer_id_17134","NO"
"customer_id_16596","NO"
"customer_id_24510","NO"
"customer_id_35542","NO"
"customer_id_9285","NO"
"customer_id_41048","NO"
"customer_id_23389","NO"
"customer_id_40718","YES"
"customer_id_31693","NO"
"customer_id_5749","NO"
"customer_id_41161","YES"
"customer_id_6660","NO"
"customer_id_31418","NO"
"customer_id_39928","NO"
"customer_id_26862","NO"
"customer_id_6428","NO"
"customer_id_22254","NO"
"customer_id_4156","NO"
"customer_id_1291","NO"
"customer_id_11911","NO"
"customer_id_22874","NO"
"customer_id_31990","NO"
"customer_id_32744","NO"
"customer_id_39392","YES"
"customer_id_11220","NO"
"customer_id_33626","NO"
"customer_id_585","NO"
"customer_id_35318","NO"
"customer_id_465","NO"
"customer_id_27284","NO"
"customer_id_40110","YES"
"customer_id_14295","NO"
"customer_id_20771","NO"
"customer_id_27248","NO"
"customer_id_33060","YES"
"customer_id_9093","NO"
"customer_id_37403","NO"
"customer_id_8552","NO"
"customer_id_32788","NO"
"customer_id_16604","NO"
"customer_id_23709","NO"
"customer_id_19498","NO"
"customer_id_22691","NO"
"customer_id_1045","NO"
"customer_id_16690","NO"
"customer_id_34123","NO"
"customer_id_11527","NO"
"customer_id_11474","NO"
"customer_id_7947","NO"
"customer_id_314","NO"
"customer_id_37054","NO"
"customer_id_14606","YES"
"customer_id_34869","NO"
"customer_id_32697","NO"
"customer_id_5466","NO"
"customer_id_21741","NO"
"customer_id_5457","NO"
"customer_id_12051","NO"
"customer_id_21712","NO"
"customer_id_8494","NO"
"customer_id_30390","NO"
"customer_id_23306","NO"
"customer_id_37935","NO"
"customer_id_25768","NO"
"customer_id_17708","NO"
"customer_id_16846","NO"
"customer_id_18720","NO"
"customer_id_18380","NO"
"customer_id_14471","NO"
"customer_id_25265","NO"
"customer_id_38072","YES"
"customer_id_25541","NO"
"customer_id_18245","NO"
"customer_id_18399","NO"
"customer_id_22825","NO"
"customer_id_9331","NO"
"customer_id_13701","NO"
"customer_id_962","NO"
"customer_id_8239","NO"
"customer_id_17128","NO"
"customer_id_8357","NO"
"customer_id_19526","NO"
"customer_id_32156","NO"
"customer_id_6133","NO"
"customer_id_5549","NO"
"customer_id_21215","NO"
"customer_id_23327","NO"
"customer_id_30459","NO"
"customer_id_20484","NO"
"customer_id_15491","NO"
"customer_id_33881","NO"
"customer_id_3154","NO"
"customer_id_16115","NO"
"customer_id_2055","NO"
"customer_id_28089","NO"
"customer_id_20040","NO"
"customer_id_25450","NO"
"customer_id_776","NO"
"customer_id_26513","NO"
"customer_id_33619","NO"
"customer_id_9353","NO"
"customer_id_25928","NO"
"customer_id_9284","NO"
"customer_id_6119","NO"
"customer_id_10081","NO"
"customer_id_32033","NO"
"customer_id_17428","NO"
"customer_id_19245","YES"
"customer_id_30780","NO"
"customer_id_35601","NO"
"customer_id_40857","NO"
"customer_id_34402","NO"
"customer_id_1603","NO"
"customer_id_17742","NO"
"customer_id_8658","NO"
"customer_id_35456","NO"
"customer_id_27295","NO"
"customer_id_9126","NO"
"customer_id_28956","YES"
"customer_id_38991","YES"
"customer_id_13316","NO"
"customer_id_33336","NO"
"customer_id_12966","NO"
"customer_id_7707","NO"
"customer_id_38268","NO"
"customer_id_38225","NO"
"customer_id_20562","NO"
"customer_id_6600","NO"
"customer_id_1681","NO"
"customer_id_3886","NO"
"customer_id_27651","NO"
"customer_id_20708","NO"
"customer_id_21161","NO"
"customer_id_802","NO"
"customer_id_20275","NO"
"customer_id_21026","NO"
"customer_id_4128","NO"
"customer_id_22524","NO"
"customer_id_22247","NO"
"customer_id_35498","NO"
"customer_id_33615","NO"
"customer_id_10544","NO"
"customer_id_476","NO"
"customer_id_26011","NO"
"customer_id_17398","NO"
"customer_id_15001","NO"
"customer_id_40679","YES"
"customer_id_32770","NO"
"customer_id_17516","NO"
"customer_id_1402","NO"
"customer_id_20262","NO"
"customer_id_35156","NO"
"customer_id_14884","NO"
"customer_id_5886","NO"
"customer_id_31645","NO"
"customer_id_31236","NO"
"customer_id_27351","NO"
"customer_id_4086","NO"
"customer_id_1905","NO"
"customer_id_26599","NO"
"customer_id_28040","NO"
"customer_id_14572","NO"
"customer_id_5488","NO"
"customer_id_8223","NO"
"customer_id_39781","YES"
"customer_id_12010","NO"
"customer_id_15010","YES"
"customer_id_18278","YES"
"customer_id_35409","NO"
"customer_id_27070","NO"
"customer_id_38622","NO"
"customer_id_22802","NO"
"customer_id_7481","NO"
"customer_id_33163","NO"
"customer_id_15319","YES"
"customer_id_37503","NO"
"customer_id_37344","NO"
"customer_id_29325","NO"
"customer_id_22768","NO"
"customer_id_14302","NO"
"customer_id_31689","NO"
"customer_id_33410","NO"
"customer_id_40263","YES"
"customer_id_21982","NO"
"customer_id_10308","NO"
"customer_id_36891","NO"
"customer_id_36421","YES"
"customer_id_18400","NO"
"customer_id_1682","NO"
"customer_id_19125","NO"
"customer_id_26640","NO"
"customer_id_36583","YES"
"customer_id_32456","NO"
"customer_id_12627","NO"
"customer_id_8193","NO"
"customer_id_22103","NO"
"customer_id_30968","NO"
"customer_id_24279","NO"
"customer_id_1975","NO"
"customer_id_24991","NO"
"customer_id_6835","NO"
"customer_id_30731","NO"
"customer_id_22199","YES"
"customer_id_29463","NO"
"customer_id_37949","NO"
"customer_id_3944","NO"
"customer_id_6420","NO"
"customer_id_40990","YES"
"customer_id_30496","NO"
"customer_id_1807","NO"
"customer_id_11331","NO"
"customer_id_38815","NO"
"customer_id_14969","NO"
"customer_id_15024","NO"
"customer_id_29015","NO"
"customer_id_4564","NO"
"customer_id_40493","NO"
"customer_id_26584","NO"
"customer_id_37357","NO"
"customer_id_22892","NO"
"customer_id_38891","YES"
"customer_id_40192","YES"
"customer_id_4032","NO"
"customer_id_19152","YES"
"customer_id_12918","NO"
"customer_id_39454","NO"
"customer_id_37279","YES"
"customer_id_10676","NO"
"customer_id_40765","NO"
"customer_id_11917","NO"
"customer_id_3016","NO"
"customer_id_10500","NO"
"customer_id_37837","YES"
"customer_id_25111","NO"
"customer_id_10090","NO"
"customer_id_19067","NO"
"customer_id_31975","NO"
"customer_id_31193","NO"
"customer_id_13455","YES"
"customer_id_21571","NO"
"customer_id_38645","YES"
"customer_id_31699","NO"
"customer_id_31929","NO"
"customer_id_27779","NO"
"customer_id_14563","NO"
"customer_id_4580","NO"
"customer_id_24870","NO"
"customer_id_1282","NO"
"customer_id_20665","NO"
"customer_id_39130","NO"
"customer_id_4241","NO"
"customer_id_28646","NO"
"customer_id_33780","NO"
"customer_id_37749","NO"
"customer_id_23587","NO"
"customer_id_26294","NO"
"customer_id_12296","NO"
"customer_id_22840","NO"
"customer_id_12507","NO"
"customer_id_23631","NO"
"customer_id_18537","NO"
"customer_id_6415","NO"
"customer_id_7330","NO"
"customer_id_7932","NO"
"customer_id_1278","NO"
"customer_id_9520","NO"
"customer_id_7335","NO"
"customer_id_19487","NO"
"customer_id_20070","NO"
"customer_id_37589","YES"
"customer_id_22549","NO"
"customer_id_8375","NO"
"customer_id_13312","NO"
"customer_id_34385","NO"
"customer_id_39827","YES"
"customer_id_2399","NO"
"customer_id_4048","NO"
"customer_id_12153","NO"
"customer_id_28944","NO"
"customer_id_2726","NO"
"customer_id_34124","NO"
"customer_id_13396","NO"
"customer_id_25673","NO"
"customer_id_12821","NO"
"customer_id_26296","NO"
"customer_id_28550","NO"
"customer_id_25153","NO"
"customer_id_28986","NO"
"customer_id_5170","NO"
"customer_id_13214","NO"
"customer_id_24350","NO"
"customer_id_27852","YES"
"customer_id_18501","NO"
"customer_id_31234","NO"
"customer_id_11897","NO"
"customer_id_26191","NO"
"customer_id_24189","NO"
"customer_id_4867","NO"
"customer_id_21234","NO"
"customer_id_24392","NO"
"customer_id_23701","NO"
"customer_id_37522","NO"
"customer_id_10202","NO"
"customer_id_18885","NO"
"customer_id_11204","NO"
"customer_id_19509","NO"
"customer_id_40814","NO"
"customer_id_35258","NO"
"customer_id_252","NO"
"customer_id_28788","NO"
"customer_id_8406","NO"
"customer_id_21091","NO"
"customer_id_967","NO"
"customer_id_7892","NO"
"customer_id_17687","NO"
"customer_id_21594","NO"
"customer_id_19032","NO"
"customer_id_15452","NO"
"customer_id_39838","NO"
"customer_id_6334","NO"
"customer_id_19497","NO"
"customer_id_23887","NO"
"customer_id_19110","NO"
"customer_id_18251","NO"
"customer_id_9478","NO"
"customer_id_16166","YES"
"customer_id_38245","NO"
"customer_id_18694","NO"
"customer_id_17994","YES"
"customer_id_37634","NO"
"customer_id_28479","NO"
"customer_id_11839","NO"
"customer_id_15538","NO"
"customer_id_32806","NO"
"customer_id_4741","NO"
"customer_id_14019","NO"
"customer_id_20404","NO"
"customer_id_19246","NO"
"customer_id_34398","NO"
"customer_id_4650","NO"
"customer_id_22311","NO"
"customer_id_9025","NO"
"customer_id_17539","NO"
"customer_id_28181","NO"
"customer_id_21108","NO"
"customer_id_2528","NO"
"customer_id_18432","NO"
"customer_id_40678","NO"
"customer_id_13804","NO"
"customer_id_6682","NO"
"customer_id_37457","YES"
"customer_id_1331","NO"
"customer_id_21130","NO"
"customer_id_36370","NO"
"customer_id_27049","NO"
"customer_id_36400","NO"
"customer_id_37665","NO"
"customer_id_5882","NO"
"customer_id_4199","NO"
"customer_id_26216","NO"
"customer_id_28330","NO"
"customer_id_39931","YES"
"customer_id_18349","NO"
"customer_id_3161","NO"
"customer_id_17707","NO"
"customer_id_21802","NO"
"customer_id_11899","NO"
"customer_id_1731","NO"
"customer_id_23681","NO"
"customer_id_34099","NO"
"customer_id_7231","NO"
"customer_id_16307","NO"
"customer_id_24852","NO"
"customer_id_5323","NO"
"customer_id_12311","NO"
"customer_id_24038","YES"
"customer_id_14664","NO"
"customer_id_22306","NO"
"customer_id_2331","NO"
"customer_id_9925","NO"
"customer_id_18457","NO"
"customer_id_34223","NO"
"customer_id_9539","NO"
"customer_id_10671","NO"
"customer_id_15176","NO"
"customer_id_24653","NO"
"customer_id_28066","NO"
"customer_id_19099","NO"
"customer_id_12256","NO"
"customer_id_41109","NO"
"customer_id_13352","NO"
"customer_id_38795","YES"
"customer_id_19237","NO"
"customer_id_31644","NO"
"customer_id_30950","NO"
"customer_id_34819","NO"
"customer_id_21005","NO"
"customer_id_38830","YES"
"customer_id_14858","NO"
"customer_id_5306","NO"
"customer_id_27333","NO"
"customer_id_39909","NO"
"customer_id_16643","NO"
"customer_id_210","NO"
"customer_id_936","NO"
"customer_id_2362","NO"
"customer_id_30609","YES"
"customer_id_61","NO"
"customer_id_15576","NO"
"customer_id_1457","NO"
"customer_id_37006","NO"
"customer_id_15178","NO"
"customer_id_39354","NO"
"customer_id_3798","NO"
"customer_id_27539","NO"
"customer_id_13972","NO"
"customer_id_24521","NO"
"customer_id_19746","NO"
"customer_id_16274","NO"
"customer_id_8156","NO"
"customer_id_34083","NO"
"customer_id_37647","NO"
"customer_id_32918","NO"
"customer_id_19098","NO"
"customer_id_31255","NO"
"customer_id_31965","NO"
"customer_id_482","NO"
"customer_id_19365","NO"
"customer_id_37595","NO"
"customer_id_24909","NO"
"customer_id_3836","NO"
"customer_id_2081","NO"
"customer_id_11749","NO"
"customer_id_36175","NO"
"customer_id_40534","NO"
"customer_id_10398","NO"
"customer_id_31710","NO"
"customer_id_6186","NO"
"customer_id_33074","NO"
"customer_id_32664","NO"
"customer_id_29786","YES"
"customer_id_12389","NO"
"customer_id_21794","NO"
"customer_id_22351","NO"
"customer_id_25760","NO"
"customer_id_11821","NO"
"customer_id_22321","NO"
"customer_id_17319","NO"
"customer_id_740","NO"
"customer_id_29464","NO"
"customer_id_21297","NO"
"customer_id_34034","NO"
"customer_id_1748","NO"
"customer_id_37708","YES"
"customer_id_6915","NO"
"customer_id_11129","NO"
"customer_id_9975","NO"
"customer_id_35933","NO"
"customer_id_32485","NO"
"customer_id_25399","NO"
"customer_id_2494","NO"
"customer_id_29647","YES"
"customer_id_28414","NO"
"customer_id_39505","YES"
"customer_id_1392","NO"
"customer_id_12585","NO"
"customer_id_17860","YES"
"customer_id_26663","NO"
"customer_id_33116","NO"
"customer_id_32145","NO"
"customer_id_21617","NO"
"customer_id_29027","NO"
"customer_id_18957","NO"
"customer_id_13810","NO"
"customer_id_12172","NO"
"customer_id_4449","NO"
"customer_id_18503","NO"
"customer_id_6521","NO"
"customer_id_23361","NO"
"customer_id_15232","NO"
"customer_id_1992","NO"
"customer_id_25434","NO"
"customer_id_7528","NO"
"customer_id_5687","NO"
"customer_id_36430","NO"
"customer_id_5411","NO"
"customer_id_31178","NO"
"customer_id_39728","YES"
"customer_id_5864","NO"
"customer_id_20948","NO"
"customer_id_34986","NO"
"customer_id_37716","YES"
"customer_id_12080","NO"
"customer_id_41056","NO"
"customer_id_28775","NO"
"customer_id_2158","NO"
"customer_id_40337","NO"
"customer_id_3115","NO"
"customer_id_1687","NO"
"customer_id_20826","NO"
"customer_id_11965","NO"
"customer_id_10125","NO"
"customer_id_15714","NO"
"customer_id_9621","NO"
"customer_id_5421","NO"
"customer_id_26851","NO"
"customer_id_22158","NO"
"customer_id_686","NO"
"customer_id_31532","NO"
"customer_id_25367","NO"
"customer_id_24412","NO"
"customer_id_33731","NO"
"customer_id_31383","NO"
"customer_id_19858","NO"
"customer_id_7852","NO"
"customer_id_25080","NO"
"customer_id_5183","NO"
"customer_id_12573","YES"
"customer_id_4740","NO"
"customer_id_7580","NO"
"customer_id_20779","NO"
"customer_id_19663","NO"
"customer_id_36463","YES"
"customer_id_38801","YES"
"customer_id_7161","NO"
"customer_id_734","NO"
"customer_id_35665","NO"
"customer_id_26396","NO"
"customer_id_7762","NO"
"customer_id_27419","NO"
"customer_id_26744","NO"
"customer_id_2445","NO"
"customer_id_20233","NO"
"customer_id_27391","NO"
"customer_id_4819","NO"
"customer_id_37053","YES"
"customer_id_3829","NO"
"customer_id_9266","NO"
"customer_id_13969","NO"
"customer_id_22137","NO"
"customer_id_15877","YES"
"customer_id_6810","NO"
"customer_id_9134","NO"
"customer_id_20136","NO"
"customer_id_22920","NO"
"customer_id_32243","NO"
"customer_id_625","NO"
"customer_id_27976","NO"
"customer_id_16542","NO"
"customer_id_14749","YES"
"customer_id_33390","NO"
"customer_id_40062","YES"
"customer_id_40916","NO"
"customer_id_7567","NO"
"customer_id_5034","NO"
"customer_id_17766","NO"
"customer_id_13066","NO"
"customer_id_24131","NO"
"customer_id_35540","NO"
"customer_id_20068","NO"
"customer_id_20535","NO"
"customer_id_13501","NO"
"customer_id_24787","NO"
"customer_id_33607","NO"
"customer_id_4750","NO"
"customer_id_30265","NO"
"customer_id_37972","NO"
"customer_id_217","NO"
"customer_id_40648","NO"
"customer_id_26266","NO"
"customer_id_16749","NO"
"customer_id_36056","NO"
"customer_id_36726","NO"
"customer_id_23206","NO"
"customer_id_32748","NO"
"customer_id_28772","NO"
"customer_id_7679","NO"
"customer_id_34709","NO"
"customer_id_30052","NO"
"customer_id_7289","NO"
"customer_id_1395","NO"
"customer_id_1962","NO"
"customer_id_38780","YES"
"customer_id_2299","NO"
"customer_id_10497","NO"
"customer_id_26835","NO"
"customer_id_2554","NO"
"customer_id_35207","NO"
"customer_id_30553","NO"
"customer_id_9159","NO"
"customer_id_22026","NO"
"customer_id_7998","NO"
"customer_id_39639","YES"
"customer_id_13058","NO"
"customer_id_11790","NO"
"customer_id_29407","YES"
"customer_id_35951","NO"
"customer_id_16253","NO"
"customer_id_2644","NO"
"customer_id_14989","NO"
"customer_id_6926","NO"
"customer_id_20783","NO"
"customer_id_16401","NO"
"customer_id_4785","NO"
"customer_id_12617","NO"
"customer_id_22201","NO"
"customer_id_14655","NO"
"customer_id_16145","NO"
"customer_id_8006","NO"
"customer_id_38089","YES"
"customer_id_29916","NO"
"customer_id_5102","NO"
"customer_id_33229","YES"
"customer_id_39203","NO"
"customer_id_27603","NO"
"customer_id_8116","NO"
"customer_id_3105","NO"
"customer_id_40645","YES"
"customer_id_6748","NO"
"customer_id_30121","NO"
"customer_id_32904","NO"
"customer_id_39843","YES"
"customer_id_37079","NO"
"customer_id_29728","NO"
"customer_id_15211","NO"
"customer_id_4657","NO"
"customer_id_22508","NO"
"customer_id_725","NO"
"customer_id_26954","NO"
"customer_id_21237","NO"
"customer_id_28624","NO"
"customer_id_32670","NO"
"customer_id_33813","NO"
"customer_id_8768","NO"
"customer_id_7438","NO"
"customer_id_20363","NO"
"customer_id_28745","NO"
"customer_id_31535","NO"
"customer_id_16468","NO"
"customer_id_2743","NO"
"customer_id_16404","NO"
"customer_id_34504","NO"
"customer_id_32687","NO"
"customer_id_17095","NO"
"customer_id_37637","NO"
"customer_id_21956","NO"
"customer_id_15296","NO"
"customer_id_29589","NO"
"customer_id_40934","NO"
"customer_id_2247","NO"
"customer_id_36419","NO"
"customer_id_35969","NO"
"customer_id_34365","NO"
"customer_id_32867","NO"
"customer_id_36296","YES"
"customer_id_5231","NO"
"customer_id_6233","NO"
"customer_id_5954","NO"
"customer_id_40","NO"
"customer_id_15107","NO"
"customer_id_15555","NO"
"customer_id_33423","NO"
"customer_id_28697","NO"
"customer_id_13970","NO"
"customer_id_8934","NO"
"customer_id_35611","NO"
"customer_id_8358","NO"
"customer_id_31800","NO"
"customer_id_33610","NO"
"customer_id_38362","NO"
"customer_id_28539","NO"
"customer_id_2110","NO"
"customer_id_21628","NO"
"customer_id_20251","NO"
"customer_id_1451","NO"
"customer_id_2269","NO"
"customer_id_24337","NO"
"customer_id_36189","NO"
"customer_id_15002","NO"
"customer_id_27771","YES"
"customer_id_30201","NO"
"customer_id_2868","NO"
"customer_id_3488","NO"
"customer_id_6134","NO"
